route,weather,hour,day_of_week,delay_minutes
Route 33 (CBD-Umoja),light_rain,10.0,Wednesday,18.0
Route 33 (CBD-Umoja),light_rain,20.0,Friday,8.4
Route 58 (CBD-Westlands),cloudy,15.0,Wednesday,13.4
Route 33 (CBD-Umoja),sunny,11.0,Sunday,2.6
Route 9 (CBD-Karen),light_rain,20.0,Monday,18.0
Route 111 (CBD-Rongai),cloudy,19.0,Thursday,34.3
Route 9 (CBD-Karen),cloudy,,Sunday,14.6
Route 33 (CBD-Umoja),cloudy,21.0,Monday,9.9
Route 9 (CBD-Karen),sunny,10.0,Friday,1.9
Route 46 (CBD-Kikuyu),sunny,17.0,Saturday,25.8
Route 33 (CBD-Umoja),sunny,6.0,Friday,6.0
Route 111 (CBD-Rongai),cloudy,8.0,Thursday,31.8
Route 111 (CBD-Rongai),heavy_rain,6.0,Wednesday,42.0
Route 33 (CBD-Umoja),heavy_rain,7.0,Monday,33.8
Route 46 (CBD-Kikuyu),sunny,8.0,Friday,
Route 33 (CBD-Umoja),sunny,12.0,Saturday,3.9
Route 58 (CBD-Westlands),light_rain,,Friday,18.8
Route 9 (CBD-Karen),heavy_rain,17.0,Wednesday,32.2
Route 58 (CBD-Westlands),light_rain,19.0,Tuesday,36.1
Route 58 (CBD-Westlands),sunny,17.0,Monday,18.5
Route 46 (CBD-Kikuyu),sunny,7.0,Saturday,23.1
Route 33 (CBD-Umoja),light_rain,19.0,Sunday,20.2
Route 46 (CBD-Kikuyu),heavy_rain,11.0,Monday,
Route 9 (CBD-Karen),light_rain,17.0,Friday,23.3
Route 46 (CBD-Kikuyu),cloudy,9.0,Sunday,19.9
Route 111 (CBD-Rongai),sunny,15.0,Friday,22.4
Route 33 (CBD-Umoja),light_rain,6.0,Friday,14.5
Route 58 (CBD-Westlands),sunny,17.0,Wednesday,15.8
Route 46 (CBD-Kikuyu),cloudy,10.0,Tuesday,
Route 46 (CBD-Kikuyu),heavy_rain,10.0,Tuesday,35.1
Route 58 (CBD-Westlands),light_rain,22.0,Wednesday,22.6
Route 33 (CBD-Umoja),cloudy,8.0,Friday,16.9
Route 9 (CBD-Karen),cloudy,12.0,Thursday,0.3
Route 111 (CBD-Rongai),cloudy,17.0,Friday,33.7
Route 46 (CBD-Kikuyu),sunny,6.0,Wednesday,9.1
Route 46 (CBD-Kikuyu),light_rain,18.0,Thursday,24.3
Route 111 (CBD-Rongai),light_rain,8.0,Thursday,27.5
Route 111 (CBD-Rongai),cloudy,8.0,Thursday,34.9
Route 111 (CBD-Rongai),heavy_rain,6.0,Monday,
Route 33 (CBD-Umoja),sunny,13.0,Wednesday,7.1
Route 33 (CBD-Umoja),light_rain,11.0,Saturday,14.4
Route 111 (CBD-Rongai),sunny,8.0,Wednesday,30.5
Route 111 (CBD-Rongai),sunny,7.0,Friday,34.5
Route 9 (CBD-Karen),light_rain,15.0,Saturday,6.4
Route 9 (CBD-Karen),cloudy,17.0,Friday,21.9
Route 58 (CBD-Westlands),heavy_rain,19.0,Monday,32.3
Route 9 (CBD-Karen),light_rain,13.0,Wednesday,15.1
Route 111 (CBD-Rongai),sunny,5.0,Tuesday,17.0
Route 111 (CBD-Rongai),cloudy,9.0,Thursday,34.1
Route 111 (CBD-Rongai),heavy_rain,13.0,Saturday,39.4
Route 111 (CBD-Rongai),cloudy,17.0,Sunday,30.1
Route 33 (CBD-Umoja),light_rain,19.0,Monday,25.6
Route 46 (CBD-Kikuyu),sunny,18.0,Saturday,28.6
Route 33 (CBD-Umoja),cloudy,18.0,Sunday,14.3
Route 33 (CBD-Umoja),cloudy,13.0,Sunday,1.8
Route 111 (CBD-Rongai),heavy_rain,6.0,Monday,44.2
Route 46 (CBD-Kikuyu),light_rain,15.0,Saturday,15.2
Route 9 (CBD-Karen),light_rain,14.0,Friday,21.9
Route 58 (CBD-Westlands),sunny,20.0,Sunday,6.9
Route 58 (CBD-Westlands),heavy_rain,15.0,Tuesday,26.5
Route 33 (CBD-Umoja),heavy_rain,11.0,Wednesday,17.3
Route 9 (CBD-Karen),cloudy,12.0,Wednesday,14.9
Route 46 (CBD-Kikuyu),cloudy,10.0,Thursday,16.2
Route 33 (CBD-Umoja),sunny,6.0,Monday,5.4
Route 33 (CBD-Umoja),cloudy,14.0,Saturday,12.3
Route 58 (CBD-Westlands),sunny,13.0,Sunday,4.6
Route 46 (CBD-Kikuyu),light_rain,7.0,Saturday,28.5
Route 58 (CBD-Westlands),light_rain,16.0,Sunday,17.8
Route 46 (CBD-Kikuyu),cloudy,11.0,Thursday,10.3
Route 9 (CBD-Karen),heavy_rain,20.0,Friday,25.9
Route 58 (CBD-Westlands),heavy_rain,15.0,Thursday,24.6
Route 33 (CBD-Umoja),sunny,15.0,Friday,11.3
Route 33 (CBD-Umoja),heavy_rain,6.0,Saturday,11.3
Route 33 (CBD-Umoja),heavy_rain,8.0,Monday,32.0
Route 111 (CBD-Rongai),light_rain,13.0,Thursday,33.2
Route 46 (CBD-Kikuyu),cloudy,6.0,Sunday,16.2
Route 9 (CBD-Karen),heavy_rain,11.0,Saturday,21.0
Route 9 (CBD-Karen),cloudy,12.0,Thursday,11.1
Route 46 (CBD-Kikuyu),heavy_rain,19.0,Monday,41.3
Route 58 (CBD-Westlands),light_rain,12.0,Tuesday,25.1
Route 46 (CBD-Kikuyu),sunny,22.0,Tuesday,11.2
Route 46 (CBD-Kikuyu),sunny,18.0,Saturday,15.9
Route 111 (CBD-Rongai),light_rain,11.0,Friday,31.5
Route 9 (CBD-Karen),heavy_rain,7.0,Thursday,30.8
Route 58 (CBD-Westlands),,5.0,Sunday,4.2
Route 33 (CBD-Umoja),sunny,19.0,Monday,12.2
Route 46 (CBD-Kikuyu),heavy_rain,18.0,Sunday,37.7
Route 111 (CBD-Rongai),sunny,21.0,Tuesday,17.7
Route 111 (CBD-Rongai),heavy_rain,14.0,Friday,44.2
Route 46 (CBD-Kikuyu),heavy_rain,16.0,Monday,37.4
Route 9 (CBD-Karen),light_rain,17.0,Wednesday,28.1
Route 9 (CBD-Karen),sunny,21.0,Tuesday,9.2
Route 111 (CBD-Rongai),heavy_rain,16.0,Monday,42.4
Route 9 (CBD-Karen),cloudy,9.0,Monday,24.0
Route 58 (CBD-Westlands),sunny,11.0,Tuesday,17.1
Route 9 (CBD-Karen),light_rain,10.0,Wednesday,
Route 33 (CBD-Umoja),heavy_rain,13.0,Sunday,13.3
Route 33 (CBD-Umoja),heavy_rain,21.0,Wednesday,15.2
Route 111 (CBD-Rongai),light_rain,8.0,Tuesday,33.0
Route 46 (CBD-Kikuyu),sunny,6.0,Saturday,12.7
Route 111 (CBD-Rongai),heavy_rain,11.0,Tuesday,45.5
Route 9 (CBD-Karen),cloudy,9.0,Friday,24.3
Route 46 (CBD-Kikuyu),cloudy,19.0,Tuesday,26.3
Route 111 (CBD-Rongai),cloudy,10.0,Wednesday,
Route 58 (CBD-Westlands),heavy_rain,6.0,Monday,26.9
Route 58 (CBD-Westlands),light_rain,,Tuesday,23.0
Route 58 (CBD-Westlands),cloudy,8.0,Saturday,20.2
Route 46 (CBD-Kikuyu),light_rain,16.0,Thursday,20.0
Route 111 (CBD-Rongai),sunny,13.0,Thursday,20.4
Route 9 (CBD-Karen),sunny,20.0,Thursday,
Route 111 (CBD-Rongai),light_rain,16.0,Sunday,26.2
Route 58 (CBD-Westlands),sunny,16.0,Thursday,12.3
Route 46 (CBD-Kikuyu),,18.0,Wednesday,26.6
Route 111 (CBD-Rongai),cloudy,18.0,Friday,41.2
Route 58 (CBD-Westlands),cloudy,6.0,Tuesday,19.1
Route 46 (CBD-Kikuyu),cloudy,,Monday,19.7
Route 46 (CBD-Kikuyu),light_rain,18.0,Wednesday,32.8
Route 33 (CBD-Umoja),cloudy,15.0,Monday,13.6
Route 46 (CBD-Kikuyu),heavy_rain,6.0,Thursday,35.7
Route 111 (CBD-Rongai),heavy_rain,7.0,Sunday,49.3
Route 111 (CBD-Rongai),cloudy,9.0,Friday,30.4
Route 33 (CBD-Umoja),cloudy,21.0,Wednesday,9.3
Route 58 (CBD-Westlands),cloudy,8.0,Wednesday,11.7
Route 111 (CBD-Rongai),light_rain,11.0,Friday,29.6
Route 9 (CBD-Karen),light_rain,14.0,Monday,14.0
Route 9 (CBD-Karen),heavy_rain,16.0,Thursday,30.4
Route 111 (CBD-Rongai),sunny,21.0,Thursday,18.1
Route 33 (CBD-Umoja),sunny,9.0,Saturday,9.2
Route 111 (CBD-Rongai),cloudy,10.0,Wednesday,21.4
Route 58 (CBD-Westlands),cloudy,11.0,Wednesday,10.2
Route 46 (CBD-Kikuyu),sunny,18.0,Saturday,21.9
Route 33 (CBD-Umoja),sunny,14.0,Friday,9.2
Route 33 (CBD-Umoja),heavy_rain,11.0,Sunday,19.0
Route 111 (CBD-Rongai),cloudy,20.0,Friday,18.4
Route 33 (CBD-Umoja),heavy_rain,18.0,Sunday,25.3
Route 46 (CBD-Kikuyu),cloudy,20.0,Monday,11.3
Route 9 (CBD-Karen),sunny,5.0,Wednesday,12.8
Route 9 (CBD-Karen),heavy_rain,18.0,Friday,36.1
Route 58 (CBD-Westlands),cloudy,22.0,Thursday,16.4
Route 9 (CBD-Karen),,21.0,Friday,12.0
Route 33 (CBD-Umoja),cloudy,19.0,Friday,21.3
Route 33 (CBD-Umoja),cloudy,19.0,Wednesday,26.0
Route 111 (CBD-Rongai),,11.0,Friday,27.7
Route 58 (CBD-Westlands),cloudy,6.0,Friday,15.0
Route 111 (CBD-Rongai),light_rain,17.0,Sunday,30.5
Route 58 (CBD-Westlands),light_rain,12.0,Wednesday,15.7
Route 33 (CBD-Umoja),cloudy,8.0,Saturday,16.0
Route 111 (CBD-Rongai),sunny,5.0,Friday,22.4
Route 111 (CBD-Rongai),,17.0,Thursday,37.8
Route 58 (CBD-Westlands),heavy_rain,17.0,Wednesday,37.9
Route 46 (CBD-Kikuyu),sunny,7.0,Thursday,22.4
Route 33 (CBD-Umoja),cloudy,17.0,Saturday,13.5
Route 46 (CBD-Kikuyu),sunny,6.0,Monday,15.2
Route 46 (CBD-Kikuyu),cloudy,11.0,Tuesday,10.8
Route 111 (CBD-Rongai),sunny,8.0,Sunday,29.1
Route 33 (CBD-Umoja),cloudy,15.0,Sunday,2.9
Route 33 (CBD-Umoja),sunny,7.0,Tuesday,20.9
Route 33 (CBD-Umoja),sunny,16.0,Friday,2.9
Route 33 (CBD-Umoja),light_rain,8.0,Tuesday,25.5
Route 33 (CBD-Umoja),light_rain,15.0,Monday,15.5
Route 46 (CBD-Kikuyu),cloudy,18.0,Friday,28.3
Route 111 (CBD-Rongai),sunny,20.0,Monday,14.0
Route 58 (CBD-Westlands),cloudy,10.0,Sunday,11.4
Route 9 (CBD-Karen),sunny,20.0,Saturday,1.3
Route 46 (CBD-Kikuyu),cloudy,11.0,Sunday,11.8
Route 9 (CBD-Karen),cloudy,9.0,Monday,26.1
Route 9 (CBD-Karen),sunny,6.0,Sunday,9.2
Route 111 (CBD-Rongai),heavy_rain,16.0,Friday,43.3
Route 9 (CBD-Karen),sunny,17.0,Thursday,16.1
Route 58 (CBD-Westlands),,9.0,Saturday,37.4
Route 111 (CBD-Rongai),light_rain,7.0,Thursday,38.9
Route 33 (CBD-Umoja),heavy_rain,6.0,Sunday,5.9
Route 58 (CBD-Westlands),cloudy,12.0,Tuesday,17.5
Route 46 (CBD-Kikuyu),heavy_rain,9.0,Monday,43.5
Route 9 (CBD-Karen),light_rain,18.0,Friday,30.8
Route 33 (CBD-Umoja),sunny,17.0,Saturday,9.6
Route 33 (CBD-Umoja),light_rain,16.0,Monday,0.1
Route 33 (CBD-Umoja),cloudy,18.0,Monday,20.7
Route 33 (CBD-Umoja),sunny,13.0,Wednesday,9.2
Route 46 (CBD-Kikuyu),sunny,20.0,Monday,7.2
Route 58 (CBD-Westlands),light_rain,18.0,Friday,25.3
Route 33 (CBD-Umoja),heavy_rain,5.0,Friday,30.2
Route 46 (CBD-Kikuyu),sunny,18.0,Sunday,18.8
Route 111 (CBD-Rongai),heavy_rain,22.0,Tuesday,46.1
Route 9 (CBD-Karen),sunny,20.0,Wednesday,7.4
Route 58 (CBD-Westlands),sunny,14.0,Friday,3.6
Route 111 (CBD-Rongai),heavy_rain,10.0,Wednesday,42.5
Route 9 (CBD-Karen),heavy_rain,17.0,Sunday,28.9
Route 9 (CBD-Karen),cloudy,6.0,Monday,10.4
Route 58 (CBD-Westlands),heavy_rain,8.0,Thursday,38.3
Route 46 (CBD-Kikuyu),light_rain,5.0,Tuesday,23.5
Route 46 (CBD-Kikuyu),heavy_rain,17.0,Monday,43.0
Route 46 (CBD-Kikuyu),heavy_rain,18.0,Monday,38.5
Route 9 (CBD-Karen),heavy_rain,22.0,Friday,25.9
Route 111 (CBD-Rongai),sunny,8.0,Thursday,20.2
Route 111 (CBD-Rongai),light_rain,6.0,Tuesday,20.6
Route 58 (CBD-Westlands),cloudy,7.0,Saturday,23.4
Route 58 (CBD-Westlands),light_rain,9.0,Wednesday,
Route 46 (CBD-Kikuyu),light_rain,21.0,Sunday,18.2
Route 111 (CBD-Rongai),cloudy,8.0,Wednesday,26.0
Route 33 (CBD-Umoja),light_rain,12.0,Wednesday,10.0
Route 46 (CBD-Kikuyu),,16.0,Thursday,21.3
Route 58 (CBD-Westlands),light_rain,9.0,Tuesday,22.8
Route 33 (CBD-Umoja),sunny,9.0,Friday,15.0
Route 33 (CBD-Umoja),light_rain,7.0,Wednesday,25.4
Route 111 (CBD-Rongai),cloudy,13.0,Saturday,23.3
Route 111 (CBD-Rongai),heavy_rain,22.0,Tuesday,41.5
Route 33 (CBD-Umoja),sunny,18.0,Friday,21.0
Route 46 (CBD-Kikuyu),sunny,21.0,Monday,6.3
Route 46 (CBD-Kikuyu),heavy_rain,9.0,Sunday,42.2
Route 111 (CBD-Rongai),heavy_rain,11.0,Saturday,36.0
Route 9 (CBD-Karen),light_rain,9.0,Thursday,27.2
Route 46 (CBD-Kikuyu),cloudy,11.0,Saturday,11.8
Route 9 (CBD-Karen),light_rain,14.0,Saturday,17.3
Route 33 (CBD-Umoja),sunny,19.0,Friday,14.5
Route 9 (CBD-Karen),sunny,12.0,Wednesday,12.5
Route 58 (CBD-Westlands),heavy_rain,10.0,Monday,27.7
Route 111 (CBD-Rongai),heavy_rain,6.0,Friday,42.6
Route 9 (CBD-Karen),heavy_rain,7.0,Saturday,29.3
Route 58 (CBD-Westlands),sunny,11.0,Saturday,4.6
Route 33 (CBD-Umoja),light_rain,9.0,Thursday,
Route 9 (CBD-Karen),sunny,13.0,Sunday,5.7
Route 33 (CBD-Umoja),sunny,17.0,Monday,19.0
Route 46 (CBD-Kikuyu),heavy_rain,14.0,Wednesday,33.9
Route 58 (CBD-Westlands),sunny,20.0,Monday,15.2
Route 58 (CBD-Westlands),cloudy,13.0,Sunday,14.1
Route 46 (CBD-Kikuyu),,5.0,Monday,29.4
Route 9 (CBD-Karen),cloudy,14.0,Wednesday,15.5
Route 46 (CBD-Kikuyu),light_rain,22.0,Saturday,13.7
Route 46 (CBD-Kikuyu),sunny,20.0,Friday,16.4
Route 58 (CBD-Westlands),sunny,16.0,Friday,14.5
Route 111 (CBD-Rongai),heavy_rain,12.0,Friday,35.6
Route 33 (CBD-Umoja),cloudy,11.0,Monday,10.0
Route 9 (CBD-Karen),light_rain,22.0,Monday,14.1
Route 58 (CBD-Westlands),sunny,14.0,Saturday,5.0
Route 58 (CBD-Westlands),heavy_rain,22.0,Thursday,34.2
Route 9 (CBD-Karen),sunny,19.0,Monday,17.4
Route 9 (CBD-Karen),heavy_rain,5.0,Monday,20.8
Route 58 (CBD-Westlands),cloudy,22.0,Sunday,10.7
Route 46 (CBD-Kikuyu),cloudy,8.0,Friday,29.5
Route 111 (CBD-Rongai),cloudy,20.0,Friday,21.0
Route 9 (CBD-Karen),cloudy,11.0,Tuesday,16.7
Route 9 (CBD-Karen),heavy_rain,10.0,Saturday,22.1
Route 111 (CBD-Rongai),sunny,13.0,Friday,9.3
Route 9 (CBD-Karen),light_rain,11.0,Wednesday,13.9
Route 46 (CBD-Kikuyu),sunny,8.0,Friday,21.8
Route 9 (CBD-Karen),sunny,,Wednesday,21.9
Route 58 (CBD-Westlands),heavy_rain,22.0,Saturday,
Route 46 (CBD-Kikuyu),cloudy,17.0,Wednesday,37.0
Route 111 (CBD-Rongai),light_rain,16.0,Wednesday,30.9
Route 9 (CBD-Karen),light_rain,10.0,Monday,16.6
Route 33 (CBD-Umoja),cloudy,18.0,Tuesday,24.3
Route 58 (CBD-Westlands),heavy_rain,17.0,Thursday,48.2
Route 46 (CBD-Kikuyu),cloudy,16.0,Sunday,16.3
Route 9 (CBD-Karen),sunny,20.0,Wednesday,13.8
Route 46 (CBD-Kikuyu),sunny,22.0,Saturday,10.5
Route 111 (CBD-Rongai),cloudy,,Tuesday,21.0
Route 111 (CBD-Rongai),,16.0,Sunday,12.1
Route 46 (CBD-Kikuyu),sunny,,Wednesday,10.7
Route 58 (CBD-Westlands),heavy_rain,13.0,Thursday,26.1
Route 46 (CBD-Kikuyu),sunny,7.0,Monday,18.6
Route 111 (CBD-Rongai),light_rain,19.0,Saturday,34.5
Route 46 (CBD-Kikuyu),sunny,15.0,Thursday,
Route 111 (CBD-Rongai),heavy_rain,19.0,Saturday,50.0
Route 46 (CBD-Kikuyu),heavy_rain,8.0,Monday,43.5
Route 111 (CBD-Rongai),light_rain,12.0,Saturday,25.4
Route 46 (CBD-Kikuyu),heavy_rain,10.0,Wednesday,31.5
Route 9 (CBD-Karen),light_rain,19.0,Friday,38.3
Route 33 (CBD-Umoja),sunny,8.0,Saturday,19.4
Route 111 (CBD-Rongai),heavy_rain,11.0,Saturday,34.2
Route 33 (CBD-Umoja),heavy_rain,21.0,Wednesday,20.1
Route 46 (CBD-Kikuyu),heavy_rain,7.0,Monday,41.2
Route 111 (CBD-Rongai),cloudy,16.0,Friday,17.5
Route 46 (CBD-Kikuyu),light_rain,11.0,Saturday,13.0
Route 9 (CBD-Karen),heavy_rain,6.0,Tuesday,25.7
Route 111 (CBD-Rongai),heavy_rain,16.0,Friday,40.5
Route 9 (CBD-Karen),heavy_rain,17.0,Thursday,37.9
Route 111 (CBD-Rongai),sunny,16.0,Wednesday,22.0
Route 111 (CBD-Rongai),,15.0,Saturday,30.3
Route 9 (CBD-Karen),cloudy,19.0,Thursday,18.6
Route 9 (CBD-Karen),heavy_rain,15.0,Tuesday,25.9
Route 58 (CBD-Westlands),heavy_rain,16.0,Wednesday,31.3
Route 111 (CBD-Rongai),sunny,16.0,Tuesday,16.1
Route 111 (CBD-Rongai),cloudy,10.0,Saturday,14.5
Route 9 (CBD-Karen),sunny,13.0,Sunday,12.4
Route 33 (CBD-Umoja),,7.0,Wednesday,23.7
Route 9 (CBD-Karen),,15.0,Monday,12.5
Route 9 (CBD-Karen),cloudy,22.0,Thursday,8.7
Route 9 (CBD-Karen),heavy_rain,19.0,Wednesday,29.1
Route 111 (CBD-Rongai),heavy_rain,6.0,Tuesday,40.9
Route 111 (CBD-Rongai),cloudy,20.0,Wednesday,21.1
Route 46 (CBD-Kikuyu),light_rain,,Monday,28.1
Route 111 (CBD-Rongai),sunny,20.0,Sunday,14.0
Route 33 (CBD-Umoja),heavy_rain,14.0,Friday,12.4
Route 111 (CBD-Rongai),cloudy,21.0,Tuesday,
Route 33 (CBD-Umoja),light_rain,13.0,Tuesday,15.5
Route 9 (CBD-Karen),heavy_rain,21.0,Friday,26.4
Route 9 (CBD-Karen),cloudy,18.0,Monday,20.4
Route 46 (CBD-Kikuyu),heavy_rain,15.0,Thursday,29.5
Route 46 (CBD-Kikuyu),sunny,10.0,Friday,9.9
Route 33 (CBD-Umoja),cloudy,8.0,Tuesday,18.1
Route 46 (CBD-Kikuyu),light_rain,8.0,Saturday,31.0
Route 111 (CBD-Rongai),,21.0,Thursday,46.9
Route 33 (CBD-Umoja),,7.0,Sunday,23.2
Route 9 (CBD-Karen),sunny,5.0,Sunday,
Route 111 (CBD-Rongai),cloudy,22.0,Saturday,18.7
Route 46 (CBD-Kikuyu),cloudy,5.0,Tuesday,13.5
Route 58 (CBD-Westlands),heavy_rain,15.0,Saturday,22.7
Route 9 (CBD-Karen),cloudy,20.0,Tuesday,17.3
Route 111 (CBD-Rongai),cloudy,17.0,Sunday,30.9
Route 111 (CBD-Rongai),heavy_rain,21.0,Wednesday,43.8
Route 9 (CBD-Karen),light_rain,6.0,Friday,10.9
Route 46 (CBD-Kikuyu),cloudy,5.0,Tuesday,
Route 9 (CBD-Karen),heavy_rain,5.0,Sunday,24.3
Route 46 (CBD-Kikuyu),sunny,8.0,Saturday,18.5
Route 33 (CBD-Umoja),cloudy,,Thursday,25.0
Route 58 (CBD-Westlands),cloudy,16.0,Sunday,15.6
Route 58 (CBD-Westlands),sunny,19.0,Friday,28.7
Route 33 (CBD-Umoja),cloudy,,Tuesday,20.8
Route 46 (CBD-Kikuyu),light_rain,11.0,Monday,
Route 9 (CBD-Karen),cloudy,11.0,Monday,17.7
Route 111 (CBD-Rongai),cloudy,6.0,Wednesday,23.4
Route 46 (CBD-Kikuyu),cloudy,6.0,Wednesday,14.8
Route 46 (CBD-Kikuyu),light_rain,19.0,Sunday,26.6
Route 46 (CBD-Kikuyu),cloudy,13.0,Sunday,13.8
Route 46 (CBD-Kikuyu),sunny,16.0,Sunday,4.8
Route 58 (CBD-Westlands),cloudy,18.0,Wednesday,23.8
Route 33 (CBD-Umoja),light_rain,10.0,Sunday,13.2
Route 46 (CBD-Kikuyu),sunny,15.0,Wednesday,5.2
Route 33 (CBD-Umoja),heavy_rain,15.0,Sunday,21.3
Route 33 (CBD-Umoja),light_rain,5.0,Sunday,13.3
Route 46 (CBD-Kikuyu),,15.0,Saturday,8.2
Route 9 (CBD-Karen),heavy_rain,14.0,Monday,26.2
Route 111 (CBD-Rongai),light_rain,16.0,Sunday,24.8
Route 58 (CBD-Westlands),light_rain,15.0,Friday,24.1
Route 58 (CBD-Westlands),cloudy,19.0,Thursday,28.3
Route 111 (CBD-Rongai),heavy_rain,20.0,Wednesday,37.6
Route 33 (CBD-Umoja),cloudy,11.0,Friday,11.9
Route 58 (CBD-Westlands),,20.0,Friday,28.0
Route 9 (CBD-Karen),light_rain,14.0,Friday,16.3
Route 111 (CBD-Rongai),light_rain,8.0,Thursday,35.9
Route 111 (CBD-Rongai),heavy_rain,8.0,Tuesday,60.2
Route 33 (CBD-Umoja),cloudy,19.0,Thursday,23.8
Route 111 (CBD-Rongai),light_rain,8.0,Sunday,31.8
Route 58 (CBD-Westlands),heavy_rain,17.0,Wednesday,33.5
Route 9 (CBD-Karen),sunny,11.0,Wednesday,8.5
Route 33 (CBD-Umoja),sunny,15.0,Wednesday,9.7
Route 9 (CBD-Karen),light_rain,16.0,Friday,17.0
Route 111 (CBD-Rongai),cloudy,8.0,Thursday,36.6
Route 58 (CBD-Westlands),light_rain,20.0,Saturday,18.4
Route 33 (CBD-Umoja),light_rain,5.0,Wednesday,16.7
Route 46 (CBD-Kikuyu),heavy_rain,6.0,Wednesday,34.9
Route 9 (CBD-Karen),heavy_rain,22.0,Wednesday,18.4
Route 111 (CBD-Rongai),cloudy,12.0,Thursday,20.8
Route 46 (CBD-Kikuyu),cloudy,7.0,Saturday,27.0
Route 46 (CBD-Kikuyu),,5.0,Monday,22.2
Route 58 (CBD-Westlands),sunny,7.0,Monday,24.0
Route 111 (CBD-Rongai),light_rain,6.0,Monday,27.5
Route 58 (CBD-Westlands),cloudy,18.0,Tuesday,20.3
Route 58 (CBD-Westlands),heavy_rain,21.0,Tuesday,28.3
Route 46 (CBD-Kikuyu),cloudy,21.0,Wednesday,18.0
Route 111 (CBD-Rongai),heavy_rain,18.0,Thursday,50.6
Route 58 (CBD-Westlands),sunny,22.0,Tuesday,11.1
Route 58 (CBD-Westlands),heavy_rain,18.0,Wednesday,35.0
Route 9 (CBD-Karen),light_rain,5.0,Wednesday,20.5
Route 58 (CBD-Westlands),heavy_rain,18.0,Thursday,37.6
Route 46 (CBD-Kikuyu),sunny,22.0,Thursday,19.8
Route 46 (CBD-Kikuyu),cloudy,14.0,Thursday,22.9
Route 9 (CBD-Karen),heavy_rain,11.0,Sunday,19.7
Route 9 (CBD-Karen),light_rain,18.0,Thursday,22.0
Route 33 (CBD-Umoja),cloudy,17.0,Sunday,7.3
Route 46 (CBD-Kikuyu),heavy_rain,13.0,Sunday,23.7
Route 46 (CBD-Kikuyu),sunny,8.0,Saturday,14.5
Route 58 (CBD-Westlands),cloudy,9.0,Wednesday,29.9
Route 33 (CBD-Umoja),cloudy,19.0,Tuesday,20.1
Route 33 (CBD-Umoja),heavy_rain,7.0,Tuesday,30.8
Route 46 (CBD-Kikuyu),light_rain,20.0,Friday,13.5
Route 9 (CBD-Karen),heavy_rain,15.0,Saturday,15.2
Route 9 (CBD-Karen),heavy_rain,,Thursday,27.5
Route 9 (CBD-Karen),sunny,9.0,Thursday,21.1
Route 9 (CBD-Karen),light_rain,11.0,Thursday,
Route 111 (CBD-Rongai),sunny,13.0,Thursday,20.3
Route 58 (CBD-Westlands),sunny,6.0,Wednesday,18.5
Route 111 (CBD-Rongai),light_rain,19.0,Saturday,33.9
Route 9 (CBD-Karen),sunny,7.0,Friday,20.3
Route 33 (CBD-Umoja),light_rain,18.0,Wednesday,23.6
Route 46 (CBD-Kikuyu),light_rain,6.0,Friday,32.0
Route 58 (CBD-Westlands),cloudy,21.0,Sunday,2.0
Route 58 (CBD-Westlands),cloudy,20.0,Saturday,13.1
Route 58 (CBD-Westlands),cloudy,11.0,Friday,13.9
Route 46 (CBD-Kikuyu),,20.0,Monday,16.3
Route 46 (CBD-Kikuyu),light_rain,16.0,Thursday,19.8
Route 9 (CBD-Karen),heavy_rain,16.0,Friday,23.8
Route 33 (CBD-Umoja),cloudy,16.0,Friday,12.4
Route 9 (CBD-Karen),cloudy,15.0,Friday,24.5
Route 33 (CBD-Umoja),heavy_rain,20.0,Saturday,18.4
Route 33 (CBD-Umoja),heavy_rain,7.0,Monday,25.8
Route 58 (CBD-Westlands),sunny,17.0,Friday,20.3
Route 58 (CBD-Westlands),heavy_rain,8.0,Wednesday,37.0
Route 33 (CBD-Umoja),light_rain,12.0,Monday,5.6
Route 33 (CBD-Umoja),cloudy,18.0,Thursday,18.3
Route 58 (CBD-Westlands),cloudy,17.0,Monday,27.3
Route 33 (CBD-Umoja),heavy_rain,9.0,Wednesday,24.1
Route 111 (CBD-Rongai),cloudy,6.0,Saturday,21.8
Route 33 (CBD-Umoja),cloudy,,Saturday,17.6
Route 9 (CBD-Karen),,22.0,Thursday,21.1
Route 33 (CBD-Umoja),sunny,10.0,Monday,7.4
Route 46 (CBD-Kikuyu),cloudy,10.0,Tuesday,23.2
Route 58 (CBD-Westlands),cloudy,5.0,Saturday,13.3
Route 46 (CBD-Kikuyu),light_rain,7.0,Sunday,28.4
Route 111 (CBD-Rongai),light_rain,11.0,Tuesday,27.8
Route 58 (CBD-Westlands),light_rain,10.0,Thursday,19.5
Route 9 (CBD-Karen),,8.0,Friday,24.0
Route 33 (CBD-Umoja),light_rain,14.0,Friday,4.4
Route 46 (CBD-Kikuyu),cloudy,11.0,Wednesday,25.0
Route 111 (CBD-Rongai),cloudy,12.0,Monday,22.2
Route 9 (CBD-Karen),cloudy,,Saturday,19.6
Route 9 (CBD-Karen),sunny,17.0,Sunday,15.8
Route 33 (CBD-Umoja),cloudy,8.0,Sunday,12.7
Route 111 (CBD-Rongai),sunny,8.0,Sunday,23.3
Route 58 (CBD-Westlands),cloudy,11.0,Saturday,4.0
Route 46 (CBD-Kikuyu),light_rain,17.0,Friday,41.5
Route 33 (CBD-Umoja),light_rain,8.0,Thursday,17.9
